File name,--
Original number of terms,95456
Tseitin number of terms,1883111
Total number of terms,1978567
Total number of clauses,4725221
Execution time,0.16681625s
Terms assignment
userdef2,1
userdef1,1
userdef3,1
userdef4,1
userdef5,1
userdef6,1
userdef7,1
userdef8,1
userdef9,1
userdef10,1
userdef11,1
userdef12,1
userdef13,1
userdef14,1
userdef15,1
userdef16,1
userdef17,1
userdef18,1
userdef19,1
userdef20,1
userdef21,1
userdef22,1
userdef23,1
userdef24,1
userdef25,1
userdef26,1
userdef27,1
userdef28,1
userdef29,1
userdef30,1
userdef31,1
userdef32,1
userdef33,1
userdef34,1
userdef35,1
userdef36,1
userdef37,1
userdef38,1
userdef39,1
userdef40,1
userdef41,1
userdef42,1
userdef43,1
userdef44,1
userdef45,1
userdef46,1
userdef47,1
userdef48,1
userdef49,1
userdef50,1
userdef51,1
userdef52,1
userdef53,1
userdef54,1
userdef55,1
userdef56,1
userdef57,1
userdef58,1
userdef59,1
userdef60,1
userdef61,1
userdef62,1
userdef63,1
userdef64,1
userdef65,1
userdef66,1
userdef67,1
userdef68,1
userdef69,1
userdef70,1
userdef71,1
userdef72,1
userdef73,1
userdef74,1
userdef75,1
userdef76,1
userdef77,1
userdef78,1
userdef79,1
userdef80,1
userdef81,1
userdef82,1
userdef83,1
userdef84,1
userdef85,1
userdef86,1
userdef87,1
userdef88,1
userdef89,1
userdef90,1
userdef91,1
userdef92,1
userdef93,1
userdef94,1
userdef95,1
userdef96,1
userdef97,1
userdef98,1
userdef99,1
userdef100,1
userdef101,1
userdef102,1
userdef103,1
userdef104,1
userdef105,1
userdef106,1
userdef107,1
userdef108,1
userdef109,1
userdef110,1
userdef111,1
userdef112,1
userdef113,1
userdef114,1
userdef115,1
userdef116,1
userdef117,1
userdef118,1
userdef119,1
userdef120,1
userdef121,1
userdef122,1
userdef123,1
userdef124,1
userdef125,1
userdef126,1
userdef127,1
userdef128,1
userdef129,1
userdef130,1
userdef131,1
userdef132,1
userdef133,1
userdef134,1
userdef135,1
userdef136,1
userdef137,1
userdef138,1
userdef139,1
userdef140,1
userdef141,1
userdef142,1
userdef143,1
userdef144,1
userdef145,1
userdef146,1
userdef147,1
userdef148,1
userdef149,1
userdef150,1
userdef151,1
userdef152,1
userdef153,1
userdef154,1
userdef155,1
userdef156,1
userdef157,1
userdef158,1
userdef159,1
userdef160,1
userdef161,1
userdef162,1
userdef163,1
userdef164,1
userdef165,1
userdef166,1
userdef167,1
userdef168,1
userdef169,1
userdef170,1
userdef171,1
userdef172,1
userdef173,1
userdef174,1
userdef175,1
userdef176,1
userdef177,1
userdef178,1
userdef179,1
userdef180,1
userdef181,1
userdef2041,1
userdef3831,1
userdef3986,1
userdef3830,1
userdef3985,1
userdef2040,1
userdef3987,1
userdef2039,1
userdef3988,1
userdef2038,1
userdef3989,1
userdef2037,1
userdef3990,1
userdef2036,1
userdef3991,1
userdef2035,1
userdef3964,1
userdef3965,1
userdef2034,1
userdef3992,1
userdef2033,1
userdef3966,1
userdef2032,1
userdef3967,1
userdef2031,1
userdef3968,1
userdef2030,1
userdef3969,1
userdef2029,1
userdef3970,1
userdef2028,1
userdef3971,1
userdef2027,1
userdef3972,1
userdef2026,1
userdef3973,1
userdef2025,1
userdef3974,1
userdef2024,1
userdef3975,1
userdef2023,1
userdef3813,1
userdef2022,1
userdef3976,1
userdef2021,1
userdef3977,1
userdef2020,1
userdef3978,1
userdef2019,1
userdef3979,1
userdef2018,1
userdef3980,1
userdef2017,1
userdef3981,1
userdef2016,1
userdef3982,1
userdef2015,1
userdef3983,1
userdef2014,1
userdef3984,1
userdef2013,1
userdef2012,1
userdef3812,1
userdef2011,1
userdef3829,1
userdef3828,1
userdef2010,1
userdef2009,1
userdef2008,1
userdef2007,1
userdef2006,1
userdef2005,1
userdef2004,1
userdef2003,1
userdef2002,1
userdef2001,1
userdef2000,1
userdef1999,1
userdef1998,1
userdef1997,1
userdef1996,1
userdef1995,1
userdef1994,1
userdef1993,1
userdef1992,1
userdef1991,1
userdef1990,1
userdef1989,1
userdef1988,1
userdef1987,1
userdef1986,1
userdef1985,1
userdef1984,1
userdef1983,1
userdef1982,1
userdef1981,1
userdef3827,1
userdef3826,1
userdef1980,1
userdef1979,1
userdef1978,1
userdef1977,1
userdef1976,1
userdef1975,1
userdef1974,1
userdef1973,1
userdef1972,1
userdef1971,1
userdef1970,1
userdef1969,1
userdef1968,1
userdef1967,1
userdef1966,1
userdef1965,1
userdef1964,1
userdef1963,1
userdef1962,1
userdef1961,1
userdef1960,1
userdef1959,1
userdef1958,1
userdef1957,1
userdef1956,1
userdef1955,1
userdef1954,1
userdef1953,1
userdef1952,1
userdef1951,1
userdef3825,1
userdef3824,1
userdef1950,1
userdef1949,1
userdef1948,1
userdef1947,1
userdef1946,1
userdef1945,1
userdef1944,1
userdef1943,1
userdef1942,1
userdef1941,1
userdef1940,1
userdef1939,1
userdef1938,1
userdef1937,1
userdef1936,1
userdef1935,1
userdef1934,1
userdef1933,1
userdef1932,1
userdef1931,1
userdef1930,1
userdef1929,1
userdef1928,1
userdef1927,1
userdef1926,1
userdef1925,1
userdef1924,1
userdef1923,1
userdef1922,1
userdef1921,1
userdef3823,1
userdef3822,1
userdef1920,1
userdef1919,1
userdef1918,1
userdef1917,1
userdef1916,1
userdef1915,1
userdef1914,1
userdef1913,1
userdef1912,1
userdef1911,1
userdef1910,1
userdef1909,1
userdef1908,1
userdef1907,1
userdef1906,1
userdef1905,1
userdef1904,1
userdef1903,1
userdef1902,1
userdef1901,1
userdef1900,1
userdef1899,1
userdef1898,1
userdef1897,1
userdef1896,1
userdef1895,1
userdef1894,1
userdef1893,1
userdef1892,1
userdef1891,1
userdef3821,1
userdef3820,1
userdef1890,1
userdef1889,1
userdef1888,1
userdef1887,1
userdef1886,1
userdef1885,1
userdef1884,1
userdef1883,1
userdef1882,1
userdef1881,1
userdef1880,1
userdef1879,1
userdef1878,1
userdef1877,1
userdef1876,1
userdef1875,1
userdef1874,1
userdef1873,1
userdef1872,1
userdef1871,1
userdef1870,1
userdef1869,1
userdef1868,1
userdef1867,1
userdef1866,1
userdef1865,1
userdef1864,1
userdef1863,1
userdef1862,1
userdef1861,1
userdef3873,1
userdef3872,1
userdef1860,1
userdef1859,1
userdef1858,1
userdef1857,1
userdef1856,1
userdef1855,1
userdef1854,1
userdef1853,1
userdef1852,1
userdef1851,1
userdef1850,1
userdef1849,1
userdef1848,1
userdef1847,1
userdef1846,1
userdef1845,1
userdef1844,1
userdef1843,1
userdef1842,1
userdef1841,1
userdef1840,1
userdef1839,1
userdef1838,1
userdef1837,1
userdef1836,1
userdef1835,1
userdef1834,1
userdef1833,1
userdef1832,1
userdef1831,1
userdef3819,1
userdef3818,1
userdef1830,1
userdef1829,1
userdef1828,1
userdef1827,1
userdef1826,1
userdef1825,1
userdef1824,1
userdef1823,1
userdef1822,1
userdef1821,1
userdef1820,1
userdef1819,1
userdef1818,1
userdef1817,1
userdef1816,1
userdef1815,1
userdef1814,1
userdef1813,1
userdef1812,1
userdef1811,1
userdef1810,1
userdef1809,1
userdef1808,1
userdef1807,1
userdef1806,1
userdef1805,1
userdef1804,1
userdef1803,1
userdef1802,1
userdef1801,1
userdef3871,1
userdef3870,1
userdef1800,1
userdef1799,1
userdef1798,1
userdef1797,1
userdef1796,1
userdef1795,1
userdef1794,1
userdef1793,1
userdef1792,1
userdef1791,1
userdef1790,1
userdef1789,1
userdef1788,1
userdef1787,1
userdef1786,1
userdef1785,1
userdef1784,1
userdef1783,1
userdef1782,1
userdef1781,1
userdef1780,1
userdef1779,1
userdef1778,1
userdef1777,1
userdef1776,1
userdef1775,1
userdef1774,1
userdef1773,1
userdef1772,1
userdef1771,1
userdef3869,1
userdef3868,1
userdef1770,1
userdef1769,1
userdef1768,1
userdef1767,1
userdef1766,1
userdef1765,1
userdef1764,1
userdef1763,1
userdef1762,1
userdef1761,1
userdef1760,1
userdef1759,1
userdef1758,1
userdef1757,1
userdef1756,1
userdef1755,1
userdef1754,1
userdef1753,1
userdef1752,1
userdef1751,1
userdef1750,1
userdef1749,1
userdef1748,1
userdef1747,1
userdef1746,1
userdef1745,1
userdef1744,1
userdef1743,1
userdef1742,1
userdef1741,1
userdef3867,1
userdef3866,1
userdef1740,1
userdef1739,1
userdef1738,1
userdef1737,1
userdef1736,1
userdef1735,1
userdef1734,1
userdef1733,1
userdef1732,1
userdef1731,1
userdef1730,1
userdef1729,1
userdef1728,1
userdef1727,1
userdef1726,1
userdef1725,1
userdef1724,1
userdef1723,1
userdef1722,1
userdef1721,1
userdef1720,1
userdef1719,1
userdef1718,1
userdef1717,1
userdef1716,1
userdef1715,1
userdef1714,1
userdef1713,1
userdef1712,1
userdef1711,1
userdef3865,1
userdef3864,1
userdef1710,1
userdef1709,1
userdef1708,1
userdef1707,1
userdef1706,1
userdef1705,1
userdef1704,1
userdef1703,1
userdef1702,1
userdef1701,1
userdef1700,1
userdef1699,1
userdef1698,1
userdef1697,1
userdef1696,1
userdef1695,1
userdef1694,1
userdef1693,1
userdef1692,1
userdef1691,1
userdef1690,1
userdef1689,1
userdef1688,1
userdef1687,1
userdef1686,1
userdef1685,1
userdef1684,1
userdef1683,1
userdef1682,1
userdef1681,1
userdef3863,1
userdef3862,1
userdef1680,1
userdef1679,1
userdef1678,1
userdef1677,1
userdef1676,1
userdef1675,1
userdef1674,1
userdef1673,1
userdef1672,1
userdef1671,1
userdef1670,1
userdef1669,1
userdef1668,1
userdef1667,1
userdef1666,1
userdef1665,1
userdef1664,1
userdef1663,1
userdef1662,1
userdef1661,1
userdef1660,1
userdef1659,1
userdef1658,1
userdef1657,1
userdef1656,1
userdef1655,1
userdef1654,1
userdef1653,1
userdef1652,1
userdef1651,1
userdef3861,1
userdef3860,1
userdef1650,1
userdef1649,1
userdef1648,1
userdef1647,1
userdef1646,1
userdef1645,1
userdef1644,1
userdef1643,1
userdef1642,1
userdef1641,1
userdef1640,1
userdef1639,1
userdef1638,1
userdef1637,1
userdef1636,1
userdef1635,1
userdef1634,1
userdef1633,1
userdef1632,1
userdef1631,1
userdef1630,1
userdef1629,1
userdef1628,1
userdef1627,1
userdef1626,1
userdef1625,1
userdef1624,1
userdef1623,1
userdef1622,1
userdef1621,1
userdef3859,1
userdef3858,1
userdef1620,1
userdef1619,1
userdef1618,1
userdef1617,1
userdef1616,1
userdef1615,1
userdef1614,1
userdef1613,1
userdef1612,1
userdef1611,1
userdef1610,1
